Startup_Name,Industry,Initial_Funding_USD,Founder_Experience_Years,Team_Size,Target_Market_Size,Revenue_Model,Marketing_Spend_USD,Innovation_Index,Investor_Interest_Score,Success
Knight-Mitchell,E-commerce,1759990.475399621,10,14,2,Freemium,145663,0.9,0.68,1
"Daugherty, Black and Reid",Gaming,553968.2676760061,9,12,5,Commission,105012,0.14,0.98,0
"Garcia, Riley and Bryant",Gaming,1018508.5995468018,8,10,2,Commission,144583,0.46,0.63,0
Jackson Inc,EdTech,427841.7892778331,15,17,4,Commission,190064,0.37,0.24,0
Newton-Walker,HealthTech,1608829.715078369,7,14,5,Advertising,137351,0.37,0.4,0
"Sanchez, Steele and Meyer",Travel,1682082.226876217,12,25,5,Subscription,8902,0.86,0.27,1
Morse-Marshall,E-commerce,526084.4753829159,7,23,4,Subscription,69361,0.4,0.89,0
"Sullivan, Mendez and Gibson",EdTech,573607.315603193,7,15,2,Commission,111030,0.92,0.87,1
Haney-Dennis,Travel,1181290.5146317796,5,28,2,Subscription,111545,0.19,0.2,0
"Chambers, Thompson and Reese",EdTech,5615232.32616651,14,2,2,Advertising,173231,0.98,0.49,1
Richards-Johnson,EdTech,505367.53907975764,9,17,5,Freemium,76870,0.17,0.75,0
"Mullen, Caldwell and Taylor",Gaming,885211.5187827668,8,32,1,Commission,134732,0.45,0.57,0
"Wright, Johnson and Travis",E-commerce,270364.847047745,13,7,3,Advertising,30826,0.38,0.97,1
"Pollard, Foster and Nunez",RealEstate,489298.3875747889,15,30,5,One-time Purchase,88866,0.51,0.86,1
"Wilson, Harris and Castro",RealEstate,537338.0450289593,0,9,2,One-time Purchase,153488,0.38,0.32,0
"Woods, Simmons and Ayala",FoodTech,2185028.887153207,4,26,5,Advertising,91877,0.19,0.13,0
"Santiago, Young and Fernandez",Travel,5536011.30015917,7,48,4,Subscription,38971,0.86,0.51,1
Smith-Bowman,RealEstate,1656025.186771654,2,34,1,Freemium,101568,0.4,1.0,0
"Johnson, Wang and Bender",EdTech,45725.7872503322,14,43,3,Subscription,20387,0.84,0.48,1
Carter-Frye,RealEstate,547690.4075336764,0,5,3,Freemium,135739,0.34,0.31,0
Boyle-Miller,RealEstate,108234.78166384202,15,21,3,Advertising,116732,0.2,0.37,0
Perez-Hall,AI/ML,893486.9653370673,4,13,2,One-time Purchase,121526,0.49,0.95,0
Moyer PLC,RealEstate,236741.09926439435,2,28,2,Subscription,83831,0.34,0.22,0
Rosales-Bryant,FinTech,843605.5489414053,13,23,2,Subscription,24163,0.89,0.82,1
Larsen-Morris,AI/ML,2378340.675184322,9,42,5,Subscription,158997,0.41,0.8,1
Silva LLC,Gaming,2136661.2013023803,2,24,4,Freemium,85120,0.65,0.58,1
Morales-Flores,Travel,220396.52301773083,7,44,3,Advertising,148091,0.34,0.87,0
Moreno and Sons,E-commerce,94234.36749510224,6,41,4,One-time Purchase,139990,0.72,0.2,0
Russell-Moreno,EdTech,494261.4627757264,0,28,5,Subscription,92035,0.88,0.81,1
Francis-Bush,HealthTech,2204672.148496704,0,19,5,Subscription,125316,0.56,0.55,0
Graves-Goodman,FoodTech,51630.644414640934,13,37,4,Advertising,11671,0.88,0.29,1
"Fitzpatrick, Peterson and Cruz",FoodTech,5994775.707811162,14,27,2,Freemium,9039,0.94,0.81,1
"Reynolds, Lane and Garcia",HealthTech,49831.69728295565,0,41,4,Commission,26969,0.84,0.71,0
Medina PLC,FoodTech,1913316.9202458751,2,44,2,Freemium,65528,0.96,0.45,1
"Foster, Smith and Flores",Travel,208925.10346658266,10,22,1,One-time Purchase,90643,0.59,0.31,0
"Crane, Brown and Zhang",FoodTech,53020.71736118076,14,33,2,Freemium,31041,0.33,0.79,0
Long-Jones,FinTech,109173.80865410947,9,18,1,Freemium,153366,0.89,0.61,1
"Hayes, Hill and Mcclain",FoodTech,5510702.734749129,4,13,4,Subscription,130032,0.81,0.68,1
Harper LLC,FoodTech,422689.5916418353,4,42,3,Advertising,65562,0.7,0.43,0
"Martin, Lowery and Gray",Travel,2365812.9211846804,6,49,3,Freemium,155914,0.88,0.6,1
"Cannon, Frazier and Nguyen",Gaming,4361698.048883056,4,15,3,Advertising,154044,0.25,0.13,0
"Lopez, Moore and Davis",RealEstate,417467.66212583333,12,21,1,Freemium,47309,0.62,0.35,0
Allen Ltd,Gaming,45797.54360994905,11,37,3,Advertising,129259,0.68,0.3,0
Craig-Garcia,Gaming,5354350.035657128,15,33,5,Freemium,24655,0.28,0.21,1
Gibson-Stein,Gaming,80457.70082785194,3,5,4,Advertising,182112,0.97,0.55,1
Briggs-Estrada,Travel,55810.48720329014,15,48,1,Advertising,137326,0.61,0.24,0
"Jenkins, Garrett and Campbell",AI/ML,43795.78236146302,13,28,5,Commission,92441,0.93,0.95,1
Leblanc Ltd,HealthTech,113421.57743346151,2,43,1,One-time Purchase,53952,0.33,0.8,0
Brown Inc,EdTech,488881.85767054826,10,33,2,Advertising,130840,0.99,0.87,1
Hancock Ltd,FoodTech,54320.15843401589,1,18,3,Subscription,138333,0.48,0.35,0
"Boone, Patel and Cardenas",RealEstate,104875.34632466514,8,20,2,Freemium,57003,0.25,0.88,0
Garcia-Carlson,RealEstate,1159554.5903738418,8,39,4,Freemium,172672,0.21,0.9,0
Mercado LLC,Gaming,219767.29315590984,12,22,1,Advertising,37213,0.16,0.11,0
Young and Sons,FoodTech,826707.8965341228,6,30,1,Freemium,183470,0.4,0.91,0
"Moreno, Dixon and Simpson",RealEstate,208492.8486634409,11,20,2,Subscription,53650,0.38,0.19,0
Spencer PLC,AI/ML,4926203.165525384,15,35,1,One-time Purchase,105892,0.83,0.85,1
Melton LLC,FoodTech,572755.6078721834,8,30,5,Freemium,37243,0.23,0.36,0
Calhoun-Miller,RealEstate,878396.213433987,15,21,3,Freemium,177733,0.7,0.95,1
"Wilson, Sanchez and White",EdTech,84309.54788013773,3,46,4,Freemium,143907,0.89,0.66,1
Perez and Sons,HealthTech,243466.0066456321,11,43,2,Freemium,156593,0.23,0.88,0
Hall-Grant,HealthTech,261425.98697110274,4,11,3,Freemium,97723,0.21,0.7,0
"Vazquez, Martinez and Perry",EdTech,260318.00371063934,3,32,4,One-time Purchase,88443,0.11,0.94,0
Johnson-Lucas,Travel,472019.9551286925,5,21,3,Freemium,119463,0.85,0.28,0
"Gilmore, Novak and Manning",FinTech,557052.2616294087,12,11,2,Commission,175073,1.0,0.48,1
"Chaney, Hunter and Hubbard",AI/ML,41445.08671172912,12,50,1,One-time Purchase,19240,0.46,0.38,0
Hays Ltd,EdTech,230645.97414130412,3,21,4,Advertising,12837,0.49,0.19,0
White and Sons,Travel,460776.23977084144,11,4,4,Subscription,75584,0.89,0.73,1
Thompson-Murphy,FinTech,492318.6769123593,15,7,1,Commission,196496,0.19,0.66,0
Park-Wagner,AI/ML,1056209.6278551137,0,32,5,Freemium,103604,0.1,0.96,0
"Ballard, Cochran and Burns",Travel,409404.3197810077,15,49,3,Advertising,114422,0.32,0.67,1
Green-Daniels,Gaming,50253.138880179795,15,24,5,Freemium,149590,0.32,0.29,0
Johnson Ltd,HealthTech,1861082.177760374,6,14,5,Commission,150414,0.34,0.28,0
Miles-Butler,Travel,5417753.039737691,10,15,5,Advertising,6839,0.13,0.92,1
Diaz-Torres,AI/ML,43976.517394109156,11,8,3,Commission,70423,0.35,0.47,0
Mcdonald PLC,AI/ML,45256.93611717497,15,39,1,Advertising,171677,0.29,0.48,0
Everett-Tran,AI/ML,1603968.0476659148,2,39,2,Freemium,20276,0.54,0.11,0
Rodriguez-Bell,AI/ML,590316.6499010993,3,29,4,One-time Purchase,55747,0.68,0.66,0
Lopez-Harper,AI/ML,43307.29806058512,0,8,2,Freemium,8976,0.79,0.55,0
"Russell, Garcia and Miles",HealthTech,273172.8009936812,13,16,4,One-time Purchase,89804,0.73,0.73,1
Lara-Ferguson,Gaming,5172546.2724435,12,22,5,Advertising,182282,0.45,0.12,1
Miller Inc,EdTech,1142681.2239205835,8,34,4,Advertising,154309,0.67,0.89,1
"Miller, Graham and Cantrell",HealthTech,503394.42787774105,14,13,5,Advertising,153512,0.51,0.94,1
Smith-Rojas,Travel,50902.960071851776,10,10,5,Subscription,27340,0.68,0.99,1
Jackson Ltd,FinTech,452259.3662321725,11,27,2,Advertising,57047,0.47,0.16,0
Aguirre-Love,HealthTech,56355.442026766475,2,45,5,Subscription,58153,0.17,0.27,0
Gonzales LLC,AI/ML,113819.71995671718,0,24,2,Freemium,117903,0.94,0.54,0
Montoya-Alvarado,HealthTech,246111.72013367573,15,47,5,Commission,17122,0.25,0.74,1
Reeves Ltd,AI/ML,113183.0153269072,0,45,2,One-time Purchase,176877,0.27,0.18,0
Burke-Williams,Travel,1613991.4186657204,12,21,4,Freemium,112564,0.91,0.95,1
English Ltd,FinTech,245099.2116586812,10,7,5,Subscription,29682,0.24,0.96,1
"Torres, Castro and Rodriguez",EdTech,226387.96061472181,1,6,3,Freemium,58408,0.31,0.84,0
Lawrence Group,HealthTech,4323169.287524692,7,15,2,Freemium,150169,0.14,0.46,0
Murphy-Oliver,AI/ML,49594.61824000135,0,18,3,Advertising,35714,0.29,0.36,0
Williams-Schroeder,FinTech,202897.50974785787,1,41,2,Advertising,112813,0.22,0.91,0
Duncan Ltd,FoodTech,90502.4050927267,15,40,3,Subscription,9544,0.6,0.26,0
Perez-Bentley,FoodTech,4933307.767416596,7,2,5,Advertising,142043,0.62,0.2,1
Knight Group,RealEstate,824933.9306649495,9,35,5,One-time Purchase,82309,0.7,0.94,1
"Jefferson, Miller and Salazar",Gaming,1004936.5462967366,11,19,2,Freemium,44241,0.66,0.63,1
Jordan and Sons,HealthTech,103261.96183525221,7,12,4,Subscription,161570,0.69,0.65,1
"Mcmillan, Green and Oneill",FoodTech,48645.946415470775,11,37,1,One-time Purchase,128075,0.82,0.77,1
Mcconnell Group,EdTech,40519.98173484185,12,26,1,One-time Purchase,180957,0.29,0.43,0
Huang Ltd,AI/ML,248022.59520178387,8,39,2,Freemium,39487,0.87,0.59,1
Diaz-Elliott,RealEstate,584104.5451024526,9,35,5,Freemium,73655,0.13,0.86,0
Johns-Jones,FinTech,2341465.775586042,9,2,4,Freemium,48181,0.99,0.12,1
"Vargas, Christensen and Villarreal",RealEstate,5900973.711150597,13,26,4,Freemium,49810,0.6,0.88,1
Woods PLC,EdTech,861380.546661848,12,38,1,Freemium,112184,0.47,0.25,0
"Jones, Watson and Sanchez",HealthTech,1159758.5943854495,3,7,3,Advertising,39236,0.3,0.14,0
Davis-Weber,AI/ML,115864.84935564705,13,28,4,Subscription,85746,0.75,0.44,1
Brooks-Santos,FinTech,2246865.676736156,1,16,2,Advertising,167205,0.27,0.39,0
Howard Group,RealEstate,1054673.4308628696,5,37,4,One-time Purchase,16040,0.72,0.8,1
Sparks-Alvarez,HealthTech,1944690.1321409857,1,34,3,Commission,156050,0.6,0.2,0
Shea-Oliver,EdTech,978928.0081755549,4,44,4,Freemium,87298,0.61,0.89,1
Reilly LLC,RealEstate,111925.76537208108,15,24,5,Subscription,19388,0.27,0.51,0
Adams PLC,FinTech,42025.96374008127,9,30,4,Freemium,122890,0.93,0.67,1
"Blair, Pittman and Heath",FoodTech,118377.6319483762,0,26,2,One-time Purchase,120725,0.89,0.98,1
"Ruiz, Green and Craig",FinTech,2027244.2752069023,3,17,3,One-time Purchase,142049,0.56,0.29,0
Mccormick-Reeves,FoodTech,113775.77372596858,12,12,3,Freemium,41489,0.65,0.6,1
Jones-Knight,E-commerce,244691.8866965031,6,22,2,Commission,58233,1.0,0.75,1
King-Edwards,AI/ML,2351365.692252397,15,28,2,Freemium,46918,0.46,0.89,1
Adams Ltd,Travel,977602.2470357238,5,13,5,Freemium,63217,0.47,0.13,0
"Olson, Hughes and King",Travel,107532.70785812887,0,19,4,Freemium,20470,0.79,0.65,0
Kemp-Wright,HealthTech,596807.8094831322,12,40,1,Freemium,125663,0.49,0.33,0
Baker Inc,FinTech,2342742.3932085745,7,47,3,Subscription,33358,0.27,0.8,0
Mckenzie Inc,FinTech,1681929.8680730227,8,22,4,Subscription,33869,0.18,0.91,0
"Perkins, Cooper and Yoder",EdTech,289387.1994208547,12,43,3,Subscription,144820,0.69,0.53,1
"Marshall, Ball and Parrish",E-commerce,866632.3252697012,3,14,5,Subscription,80372,0.59,0.89,1
Barrett and Sons,AI/ML,4517982.340642075,5,39,5,Subscription,92187,0.1,0.61,0
Mack-Harrison,RealEstate,2171598.2695994023,9,18,5,Commission,24217,0.73,0.74,1
"Schmidt, Turner and Ford",RealEstate,53006.88700752943,7,27,3,Freemium,159454,0.73,0.95,1
Floyd LLC,FoodTech,87131.53560906275,15,27,3,Freemium,198196,0.39,0.99,1
Flynn-Moreno,Travel,4427891.479769614,15,40,1,Advertising,22593,0.74,0.6,1
"Krueger, Hunter and Hill",HealthTech,4146296.031669983,6,46,4,Subscription,55277,0.2,0.87,1
"Farmer, Jones and Brown",E-commerce,47144.29828678341,12,40,2,Freemium,101543,0.16,0.27,0
"Campbell, Klein and Perry",Travel,54107.58398382367,13,25,4,Subscription,21313,0.6,0.27,0
Fuentes-Cooper,RealEstate,50373.67567702529,4,42,2,Subscription,69912,0.16,0.39,0
Parks-Simmons,RealEstate,1074106.5520898642,11,25,1,Commission,129881,0.27,0.71,0
Williams LLC,HealthTech,272405.37677411136,7,47,4,Freemium,141536,0.97,0.15,1
"Pitts, Horton and Holt",RealEstate,944277.6205185055,3,45,1,One-time Purchase,114702,0.33,0.82,0
"Sanford, Robertson and Bauer",EdTech,45993.12590123146,7,34,3,Advertising,79449,0.35,0.45,0
Simpson and Sons,AI/ML,54361.87166704268,1,34,4,Subscription,122014,0.58,0.66,0
Beasley and Sons,FoodTech,92974.33375201125,13,39,2,One-time Purchase,102645,0.53,0.34,0
Hull PLC,FoodTech,289234.3578036866,3,21,1,Freemium,125465,0.86,0.4,0
Wright Ltd,E-commerce,224270.37211890792,13,17,3,Advertising,20282,0.32,0.26,0
Perry-Reed,E-commerce,201218.98596896467,3,45,1,Advertising,191442,0.75,0.46,0
Walker-Bird,RealEstate,44683.05648501485,13,38,1,Freemium,83642,0.52,0.17,0
Donovan and Sons,RealEstate,213898.0615606004,9,43,3,Freemium,131282,0.29,0.87,0
Reeves-Boone,Travel,1888490.8903105557,9,19,2,Advertising,197031,0.47,0.15,0
"Moore, Livingston and Mcbride",E-commerce,104343.87026697108,12,41,1,One-time Purchase,187517,0.35,0.74,0
"Martinez, Fitzgerald and Hansen",RealEstate,5340354.282313735,12,50,3,One-time Purchase,24370,0.44,0.47,1
Wilson-Dawson,AI/ML,571752.2298228571,1,20,3,Advertising,77507,0.69,0.39,0
Rivera Group,E-commerce,208453.93532367717,15,11,3,Commission,137824,0.78,0.56,1
Davis-West,Gaming,442204.50568217674,7,22,1,Advertising,96829,0.55,0.27,0
Gomez-Barnes,RealEstate,4920163.97733011,10,21,4,Subscription,91457,0.96,0.65,1
"Campbell, Elliott and Stevens",Gaming,567535.647471606,3,19,2,Advertising,161420,0.94,0.97,1
"Carpenter, Walton and Williams",AI/ML,106110.317859903,8,16,1,Advertising,10229,0.44,0.77,0
Howe PLC,Travel,48446.71116298793,8,3,1,Freemium,85422,0.49,0.46,0
"Monroe, Gonzalez and Fischer",HealthTech,88430.5765398167,4,20,3,Advertising,182590,0.1,0.77,0
Mendez Inc,FinTech,564259.1964926884,10,22,1,Advertising,90605,0.85,0.87,1
Miller Inc,AI/ML,962600.9056048854,5,43,5,Commission,25059,0.42,0.36,0
Juarez-Collins,RealEstate,853335.5353959069,11,35,1,Commission,14559,0.38,0.61,0
Rice-Cooper,FinTech,1648175.5878553947,13,33,5,Commission,36343,0.49,0.63,1
"Hall, Hancock and Mosley",FoodTech,54837.857289084925,7,39,1,Freemium,54779,0.39,0.78,0
Casey Inc,FoodTech,108569.6257984752,0,8,1,Subscription,137700,0.44,0.18,0
Rojas and Sons,Travel,94898.56075281801,0,35,2,Advertising,34196,0.36,0.9,0
Weaver Ltd,Travel,4063098.7004872365,7,50,2,Freemium,144322,0.95,0.65,1
Wilkins Inc,AI/ML,460654.0812560684,12,50,3,Commission,167036,0.62,0.61,1
"Best, Carter and Larson",RealEstate,89027.9344241146,8,50,5,Freemium,99034,0.55,0.39,0
Webb-Walker,FinTech,880670.3543306435,3,3,2,Subscription,26287,0.81,0.6,0
Kennedy Ltd,Travel,48781.21800076855,15,12,2,Subscription,86260,0.2,0.49,0
Fuller-Vasquez,FoodTech,226713.35221615806,0,25,2,One-time Purchase,157515,0.58,0.66,0
Lopez-Williams,E-commerce,5257844.559824916,2,6,1,Advertising,32417,0.7,0.41,1
Ramos-Thompson,EdTech,214182.46150701382,5,35,5,Commission,51231,0.33,0.47,0
Ramirez-Frye,E-commerce,118792.82103266964,5,37,2,Advertising,115376,0.63,0.5,0
"Carney, Hinton and Blake",RealEstate,119758.77650457743,15,47,4,Commission,112651,0.15,0.16,0
Freeman-Martinez,FoodTech,87884.49504437193,5,4,2,Subscription,52295,0.59,0.22,0
Thomas-Oliver,E-commerce,2099114.795463328,9,29,3,Commission,42628,0.81,0.58,1
"Martin, Evans and Lewis",E-commerce,200936.4487954011,7,48,2,Advertising,197638,0.18,0.43,0
Andrews-Campbell,Travel,55202.222568137135,6,7,5,One-time Purchase,192554,0.38,0.85,0
Mendez Ltd,HealthTech,115624.46919085283,2,28,5,Freemium,198676,0.39,0.26,0
Villarreal-Snyder,HealthTech,517400.6242831537,7,43,2,Advertising,188689,0.99,0.29,1
Boyle Ltd,Gaming,2095020.9573952376,14,7,2,Commission,171900,0.97,0.65,1
Taylor and Sons,Gaming,237513.90581580772,9,30,1,Freemium,195023,0.69,0.27,0
Chavez and Sons,FinTech,5035069.958962925,12,49,4,Subscription,130075,0.63,0.72,1
Rogers Ltd,HealthTech,474894.764860563,1,9,5,Freemium,185763,0.33,0.37,0
Barker Inc,HealthTech,113872.59720989538,0,30,2,Advertising,177700,0.51,0.36,0
Shaw-Harris,AI/ML,4670174.870852966,4,42,3,Subscription,156008,0.58,0.47,1
Gonzalez Inc,Travel,88557.45135536666,12,17,2,Freemium,21865,0.2,0.78,0
Byrd LLC,HealthTech,4852988.231128487,6,26,5,Subscription,22640,1.0,0.15,1
Lowery Ltd,EdTech,119233.61951401827,15,48,1,Freemium,76960,0.7,0.68,1
Cooper-Davis,Gaming,116167.0943269716,2,6,1,Freemium,138159,0.51,0.25,0
"Marshall, James and Reid",Gaming,52007.39431679484,2,34,1,Freemium,45038,0.5,0.32,0
Rodriguez and Sons,HealthTech,85824.73630699338,9,4,3,Commission,171195,0.61,0.89,1
Turner LLC,RealEstate,429431.93718336266,14,32,5,One-time Purchase,180128,0.19,0.61,0
"Rice, Berg and Williams",RealEstate,4464117.8553666035,12,4,1,Commission,28183,0.11,0.11,0
Hayes LLC,FinTech,581140.591257247,13,46,3,Advertising,121671,0.58,0.91,1
"White, Norman and Martin",FinTech,44006.36820867707,1,35,5,One-time Purchase,42123,0.2,0.13,0
Mata-Grant,RealEstate,468045.40105199115,7,21,4,Freemium,80491,0.87,0.41,1
Dixon LLC,HealthTech,91003.74023106431,3,29,2,Commission,190757,0.3,0.95,0
Carrillo and Sons,HealthTech,273106.03778017627,6,37,2,Freemium,192135,0.71,0.91,1
"Soto, Hayes and Dalton",E-commerce,53196.13207346629,0,25,2,One-time Purchase,134241,0.95,0.86,0
Rogers-Brooks,AI/ML,410778.0320880889,11,25,4,Advertising,132214,0.29,0.23,0
Bowman LLC,RealEstate,4227717.137838599,12,42,2,One-time Purchase,165727,0.75,0.84,1
Baker Ltd,RealEstate,5223137.214325,10,2,3,Freemium,94805,0.19,0.59,1
Williamson LLC,EdTech,1010734.8989088642,0,11,2,Commission,190670,0.47,0.94,0
"Horn, Pacheco and Wade",FinTech,217210.75012471373,3,21,3,Advertising,32455,0.91,0.81,1
Obrien LLC,AI/ML,2365839.9852178697,1,39,2,Freemium,182172,0.68,0.51,0
"Bryan, Boone and Khan",Travel,47258.1751855405,8,16,4,Freemium,11949,0.5,0.82,1
Perry PLC,HealthTech,5030054.012728038,9,38,3,Commission,28980,0.53,0.73,1
Blake-Armstrong,RealEstate,2097393.2704992224,6,41,4,One-time Purchase,135415,0.26,0.56,0
Peterson-Mcmahon,EdTech,107818.35631506403,7,3,3,One-time Purchase,168186,0.8,0.46,0
Spencer-Romero,FoodTech,2110877.262485693,1,40,3,Commission,170346,0.32,0.84,0
Ayala-Jones,Gaming,207888.61221943956,3,42,3,One-time Purchase,54875,0.7,0.21,0
Harper Group,AI/ML,110004.49064428582,5,36,4,Subscription,19691,0.85,0.22,0
"Andrews, Jones and Miller",AI/ML,87230.8249882125,3,39,5,One-time Purchase,186095,0.62,0.88,1
Wade and Sons,AI/ML,417317.6630189057,15,28,3,Commission,13376,0.72,0.53,1
Lawrence PLC,Gaming,227520.61004616396,7,11,2,Subscription,143601,0.76,0.95,1
Smith Ltd,FoodTech,462133.54352687136,10,45,4,Freemium,63587,0.78,0.21,1
"Kelly, Morris and James",Travel,54259.03914720841,4,18,2,One-time Purchase,38685,0.44,0.28,0
Allen Group,RealEstate,1185478.041473256,0,6,2,Commission,159745,0.88,0.77,1
"Beasley, Jones and Miles",Gaming,533530.9432499906,4,35,5,One-time Purchase,174303,0.99,0.88,1
Espinoza LLC,FoodTech,88252.71134845527,7,13,3,Commission,150544,0.18,0.66,0
"Williams, Norman and Johnson",EdTech,2210665.7801678944,8,35,1,Advertising,71807,0.88,0.67,1
Le-Meadows,AI/ML,1778919.1054040955,14,10,4,Freemium,46545,0.11,0.33,0
Jones and Sons,E-commerce,1808128.7763280023,11,50,5,Advertising,198131,0.65,0.85,1
"Cantu, Solomon and Higgins",FoodTech,4593632.282545636,6,2,4,Freemium,61384,0.57,0.85,1
Camacho LLC,FinTech,579027.5911775,6,22,2,Advertising,166823,0.62,0.73,0
"Davis, Perez and Moreno",E-commerce,113330.8305441161,8,17,3,Advertising,112161,0.46,0.13,0
Ochoa Ltd,FoodTech,826786.8773571902,9,9,1,Subscription,195316,0.46,0.5,0
Richardson Ltd,HealthTech,85407.79284872019,10,42,2,Advertising,66266,0.46,0.94,1
"Parrish, Jackson and Key",E-commerce,422787.0462757576,15,42,3,Freemium,19372,0.44,0.25,0
Wade-Fields,AI/ML,480821.64906023105,14,43,5,Advertising,188231,0.32,0.73,1
Rivera-Moore,AI/ML,270693.84925235657,8,50,1,Advertising,112850,0.14,0.77,0
Benitez-Brown,EdTech,1126033.5186213846,5,24,1,Commission,50003,0.34,0.62,0
Hoffman-Coleman,FoodTech,1735112.5256202833,3,18,1,Commission,18230,0.26,0.45,0
Lopez Inc,EdTech,1174608.5772521019,9,39,3,Advertising,158200,0.32,0.88,0
Lee-Johnson,Gaming,2012934.987776975,7,3,3,One-time Purchase,108720,0.52,0.98,1
Ponce-Clark,RealEstate,4371583.977088237,6,4,4,Freemium,157483,0.48,0.92,1
Palmer-Strickland,Gaming,56048.0044781537,11,4,4,One-time Purchase,53671,0.86,0.83,1
"Hunt, Smith and Williams",EdTech,42605.347920814165,6,38,1,Commission,163983,0.56,0.8,0
"Orozco, Vaughn and Hensley",FoodTech,118506.7375300523,7,39,1,Freemium,91873,0.76,0.13,0
"Cannon, Robinson and Gonzalez",Gaming,5112034.80443762,14,10,2,Commission,70127,0.75,0.21,1
Wade Inc,EdTech,234438.80021202535,3,50,3,Freemium,75136,0.99,0.59,1
Jacobs-Romero,Gaming,213384.9493898297,15,14,3,One-time Purchase,143457,0.81,0.71,1
"Melton, Walters and Mullen",HealthTech,211010.3772798088,4,12,5,Freemium,195236,0.32,0.5,0
Dunn PLC,Travel,1941392.8184476031,10,17,3,Subscription,133205,0.33,0.58,0
Bowman PLC,FinTech,4000671.0016375836,13,33,2,Subscription,13836,0.9,0.78,1
Robinson Group,Gaming,112907.94203067638,11,21,4,Commission,61054,0.63,0.9,1
"Payne, Carey and Cruz",EdTech,84503.1623373748,7,12,5,Subscription,197604,0.5,0.18,0
Miller Group,FinTech,557060.6888665579,2,49,5,Advertising,47743,0.58,0.89,1
"Green, Johnson and Mercer",Gaming,2269734.2311841697,8,32,4,One-time Purchase,190099,0.83,0.84,1
"Richardson, Carney and Mcneil",EdTech,93330.48729516474,4,10,5,Freemium,61544,0.53,0.11,0
Brown Ltd,FinTech,886973.754804733,15,16,5,Commission,6594,0.8,0.84,1
"Fletcher, Coleman and Johnson",E-commerce,118442.47138846444,6,41,1,One-time Purchase,169304,0.57,0.63,0
Watson PLC,Gaming,53842.599443664294,1,2,1,Subscription,63652,0.86,0.74,0
Poole Group,Gaming,273687.91741047846,2,15,3,Freemium,143029,0.23,0.75,0
Morris PLC,HealthTech,1081476.9849638522,0,14,1,Advertising,95753,0.94,0.23,0
"Mitchell, Lloyd and Ryan",AI/ML,87871.6226060101,3,8,5,One-time Purchase,50749,0.18,0.3,0
Bennett-Allison,EdTech,231282.25508519498,13,16,2,Freemium,48972,0.91,0.25,1
Freeman and Sons,FinTech,218406.3524666606,1,18,5,Subscription,113296,0.49,0.46,0
"Fisher, Evans and Baldwin",HealthTech,2261851.4897698006,0,5,1,Commission,93546,0.75,0.34,0
